Temperature,Humidity,CO2,Light Intensity,Harmful
28.36,76.41,568.08,0.0,1
28.33,76.44,568.01,0.0,1
28.33,76.39,568.02,0.0,1
28.36,76.37,567.96,0.0,1
28.35,76.3,568.11,0.0,1
28.36,76.26,567.77,0.0,1
28.33,76.19,567.54,0.0,1
28.35,76.17,567.56,0.0,1
28.36,76.31,567.87,0.0,1
28.32,76.36,567.47,0.0,1
28.35,76.46,567.38,0.0,1
28.33,76.48,567.01,0.0,1
28.36,76.44,566.72,0.0,1
28.36,76.35,566.65,0.0,1
28.33,76.36,566.27,0.0,1
28.35,76.34,566.26,0.0,1
28.33,76.32,565.49,0.0,1
28.35,76.3,566.04,0.0,1
28.33,76.32,565.78,0.0,1
28.36,76.31,565.43,0.0,1
28.36,76.25,565.5,0.0,1
28.33,76.17,565.51,0.0,1
28.35,76.19,565.59,0.0,1
28.32,76.17,565.4,0.0,1
28.35,76.23,565.24,0.0,1
28.3,76.27,565.16,0.0,1
28.35,76.31,565.51,0.0,1
28.32,76.42,565.59,0.0,1
28.35,76.5,565.77,0.0,1
28.33,76.46,565.78,0.0,1
28.32,76.43,565.41,0.0,1
28.3,76.39,564.68,0.0,1
28.3,76.43,564.28,0.0,1
28.33,76.37,564.33,0.0,1
28.35,76.43,564.25,0.0,1
28.33,76.32,564.24,0.0,1
28.33,76.32,563.94,0.0,1
28.33,76.35,563.33,0.0,1
28.35,76.39,562.82,0.0,1
28.33,76.41,562.25,0.0,1
28.3,76.46,561.98,0.0,1
28.3,76.46,561.87,0.0,1
28.33,76.46,561.42,0.0,1
28.32,76.32,560.87,0.0,1
28.33,76.29,560.81,0.0,1
28.32,76.25,560.38,0.0,1
28.3,76.28,559.94,0.0,1
28.33,76.28,559.77,0.0,1
28.32,76.38,559.96,0.0,1
28.35,76.38,559.98,0.0,1
28.3,76.42,559.75,0.0,1
28.33,76.45,559.23,0.0,1
28.32,76.55,559.42,0.0,1
28.32,76.59,559.53,0.0,1
28.33,76.56,559.33,0.0,1
28.32,76.5,559.14,0.0,1
28.3,76.54,559.18,0.0,1
28.32,76.5,559.59,0.0,1
28.33,76.52,559.48,0.0,1
28.33,76.47,559.03,0.0,1
28.33,76.37,558.56,0.0,1
28.33,76.36,558.11,0.0,1
28.3,76.44,558.27,0.0,1
28.3,76.53,557.9,0.0,1
28.3,76.64,557.54,0.0,1
28.32,76.65,557.3,0.0,1
28.32,76.63,556.7,0.0,1
28.29,76.62,556.46,0.0,1
28.32,76.63,556.4,0.0,1
28.3,76.64,556.66,0.0,1
28.3,76.63,556.38,0.0,1
28.3,76.69,556.33,0.0,1
28.32,76.69,556.08,0.0,1
28.3,76.76,556.11,0.0,1
28.32,76.78,555.93,0.0,1
28.32,76.78,555.66,0.0,1
28.3,76.78,556.03,0.0,1
28.32,76.77,556.22,0.0,1
28.3,76.76,555.67,0.0,1
28.29,76.73,555.63,0.0,1
28.3,76.62,555.81,0.0,1
28.3,76.69,555.59,0.0,1
28.3,76.76,555.44,0.0,1
28.32,76.81,555.75,0.0,1
28.32,76.86,555.43,0.0,1
28.3,76.88,555.16,0.0,1
28.32,76.79,555.33,0.0,1
28.32,76.81,555.66,0.0,1
28.32,76.72,555.62,0.0,1
28.32,76.6,555.48,0.0,1
28.3,76.59,555.5,0.0,1
28.32,76.63,555.67,0.0,1
28.3,76.56,555.68,0.0,1
28.29,76.54,555.53,0.0,1
28.3,76.67,555.58,0.0,1
28.3,76.64,555.32,0.0,1
28.29,76.67,554.95,0.0,1
28.3,76.77,555.37,0.0,1
28.29,76.77,555.29,0.0,1
28.33,76.84,555.29,0.0,1
28.3,76.9,555.11,0.0,1
28.32,76.9,554.7,0.0,1
28.3,77.12,554.77,0.0,1
28.29,77.11,554.87,0.0,1
28.29,77.08,554.83,0.0,1
28.32,77.08,554.86,0.0,1
28.3,77.02,555.07,0.0,1
28.32,76.94,555.07,0.0,1
28.29,76.88,555.16,0.0,1
28.3,76.85,555.48,0.0,1
28.3,76.79,555.43,0.0,1
28.32,76.78,555.23,0.0,1
28.32,76.88,555.36,0.0,1
28.29,76.93,555.29,0.0,1
28.3,76.86,555.61,0.0,1
28.3,76.88,555.68,0.0,1
28.32,76.88,555.8,0.0,1
28.33,76.89,555.65,0.0,1
28.29,76.85,555.67,0.0,1
28.3,76.91,555.66,0.0,1
28.3,76.86,555.52,0.0,1
28.3,76.9,555.36,0.0,1
28.3,76.88,555.06,0.0,1
28.32,76.94,555.02,0.0,1
28.29,77.02,554.64,0.0,1
28.33,76.91,554.93,0.0,1
28.29,76.81,554.99,0.0,1
28.33,76.81,555.21,0.0,1
28.3,76.86,555.14,0.0,1
28.28,76.9,555.35,0.0,1
28.33,76.93,555.65,0.0,1
28.3,76.93,555.52,0.0,1
28.29,76.97,555.82,0.0,1
28.3,77.08,555.72,0.0,1
28.3,77.01,555.72,0.0,1
28.3,76.97,555.58,0.0,1
28.32,76.98,555.66,0.0,1
28.3,77.01,554.98,0.0,1
28.32,77.25,555.38,0.0,1
28.32,77.28,555.2,0.0,1
28.3,77.26,554.7,0.0,1
28.29,77.25,554.93,0.0,1
28.29,77.26,554.68,0.0,1
28.33,77.24,555.0,0.0,1
28.3,77.15,554.86,0.0,1
28.32,77.19,554.59,0.0,1
28.29,77.21,554.17,0.0,1
28.25,77.33,554.35,0.0,1
28.29,77.65,554.12,0.0,1
28.29,77.57,553.83,0.0,1
28.29,77.5,553.12,0.0,1
28.29,77.64,553.08,0.0,1
28.3,77.64,553.41,0.0,1
28.29,77.62,552.95,0.0,1
28.3,77.58,552.95,0.0,1
28.3,77.43,553.0,0.0,1
28.3,77.43,553.02,0.0,1
28.3,77.48,552.79,0.0,1
28.3,77.5,552.87,0.0,1
28.3,77.45,552.78,0.0,1
28.32,77.4,552.85,0.0,1
28.29,77.44,553.31,0.0,1
28.32,77.53,552.74,0.0,1
28.26,77.7,552.72,0.0,1
28.28,77.89,552.9,0.0,1
28.26,77.91,552.66,0.0,1
28.28,77.93,552.72,0.0,1
28.3,78.03,552.76,0.0,1
28.25,78.04,552.08,0.0,1
28.28,78.09,551.87,0.0,1
28.29,77.98,551.45,0.0,1
28.3,77.87,551.12,0.0,1
28.29,77.73,551.05,0.0,1
28.29,77.41,551.32,0.0,1
28.28,77.47,551.05,0.0,1
28.29,77.51,551.9,0.0,1
28.28,77.58,552.3,0.0,1
28.23,77.79,552.05,0.0,1
28.28,77.93,552.18,0.0,1
28.28,77.8,552.07,0.0,1
28.29,77.64,551.93,0.0,1
28.26,77.66,551.79,0.0,1
28.28,77.88,551.8,0.0,1
28.28,77.9,551.92,0.0,1
28.29,77.82,551.91,0.0,1
28.26,77.72,551.08,0.0,1
28.28,77.77,550.8,0.0,1
28.26,77.8,550.92,0.0,1
28.28,77.86,551.29,0.0,1
28.26,77.75,551.61,0.0,1
28.28,77.73,551.44,0.0,1
28.25,77.6,551.48,0.0,1
28.28,77.62,551.43,0.0,1
28.26,77.67,551.78,0.0,1
28.28,77.81,552.15,0.0,1
28.25,77.75,552.23,0.0,1
28.26,77.76,552.61,0.0,1
28.26,77.74,552.4,0.0,1
28.26,77.67,551.95,0.0,1
28.26,77.81,551.94,0.0,1
28.28,77.77,551.88,0.0,1
28.26,77.65,552.15,0.0,1
28.26,77.57,552.32,0.0,1
28.26,77.56,552.64,0.0,1
28.26,77.63,552.82,0.0,1
28.26,77.72,553.0,0.0,1
28.28,77.76,552.28,0.0,1
28.26,77.72,552.58,0.0,1
28.26,77.68,552.42,0.0,1
28.25,77.81,552.21,0.0,1
28.26,77.89,552.77,0.0,1
28.26,77.87,552.94,0.0,1
28.26,77.85,553.16,0.0,1
28.28,77.86,552.99,0.0,1
28.25,77.82,552.62,0.0,1
28.25,77.83,552.5,0.0,1
28.25,77.84,552.61,0.0,1
28.23,77.87,552.62,0.0,1
28.28,77.9,552.21,0.0,1
28.23,77.82,552.45,0.0,1
28.23,77.9,552.97,0.0,1
28.23,77.98,552.81,0.0,1
28.25,77.93,553.23,0.0,1
28.23,77.87,553.24,0.0,1
28.23,77.82,553.53,0.0,1
28.25,77.79,553.38,0.0,1
28.25,77.78,553.41,0.0,1
28.22,77.75,553.47,0.0,1
28.22,77.84,553.93,0.0,1
28.23,77.96,554.27,0.0,1
28.25,77.94,554.19,0.0,1
28.22,77.9,554.07,0.0,1
28.25,77.79,554.58,0.0,1
28.23,77.7,554.37,0.0,1
28.25,77.7,554.59,0.0,1
28.23,77.71,554.71,0.0,1
28.23,77.89,554.8,0.0,1
28.22,78.0,554.73,0.0,1
28.23,78.06,554.79,0.0,1
28.25,78.09,555.47,0.0,1
28.25,78.04,555.5,0.0,1
28.25,77.84,555.75,0.0,1
28.25,77.84,555.52,0.0,1
28.23,77.88,555.35,0.0,1
28.25,78.0,555.31,0.0,1
28.22,77.91,554.65,0.0,1
28.23,77.87,554.34,0.0,1
28.22,77.89,554.09,0.0,1
28.22,77.88,554.01,0.0,1
28.23,77.88,554.04,0.0,1
28.22,77.82,553.58,0.0,1
28.26,77.87,553.36,0.0,1
28.23,77.78,552.98,0.0,1
28.2,77.8,552.99,0.0,1
28.22,77.84,553.11,0.0,1
28.23,77.81,553.93,0.0,1
28.25,77.84,554.01,0.0,1
28.22,77.82,554.14,0.0,1
28.22,77.8,553.89,0.0,1
28.22,77.76,553.63,0.0,1
28.22,77.76,553.26,0.0,1
28.22,77.73,552.91,0.0,1
28.23,77.77,552.99,0.0,1
28.22,77.74,552.76,0.0,1
28.25,77.75,552.51,0.0,1
28.23,77.72,552.45,0.0,1
28.22,77.69,552.3,0.0,1
28.23,77.63,552.2,0.0,1
28.22,77.78,552.75,0.0,1
28.2,78.04,552.44,0.0,1
28.19,78.12,552.55,0.0,1
28.22,78.18,552.65,0.0,1
28.2,78.13,552.1,0.0,1
28.18,78.16,551.99,0.0,1
28.19,78.15,551.58,0.0,1
28.2,78.09,551.45,0.0,1
28.23,78.06,551.6,0.0,1
28.2,77.99,551.08,0.0,1
28.22,77.97,551.09,0.0,1
28.22,77.9,551.78,0.0,1
28.22,77.96,551.98,0.0,1
28.22,77.87,552.01,0.0,1
28.2,77.89,551.93,0.0,1
28.22,77.83,551.65,0.0,1
28.2,77.77,551.34,0.0,1
28.22,77.78,551.54,0.0,1
28.22,77.8,551.71,0.0,1
28.22,77.83,551.58,0.0,1
28.2,77.82,551.41,0.0,1
28.2,77.86,551.56,0.0,1
28.2,77.82,551.68,0.0,1
28.23,77.8,551.41,0.0,1
28.22,77.78,551.47,0.0,1
28.2,77.77,551.4,0.0,1
28.19,77.78,551.52,0.0,1
28.19,77.8,551.48,0.0,1
28.22,77.79,551.06,0.0,1
28.22,77.8,551.35,0.0,1
28.23,77.85,551.38,0.0,1
28.19,77.78,551.25,0.0,1
28.19,77.78,551.31,0.0,1
28.23,77.78,551.73,0.0,1
28.22,77.73,551.7,0.0,1
28.22,77.73,551.69,0.0,1
28.22,77.73,551.76,0.0,1
28.2,77.69,551.96,0.0,1
28.2,77.73,551.61,0.0,1
28.22,77.73,551.81,0.0,1
28.18,77.7,551.8,0.0,1
28.2,77.73,552.33,0.0,1
28.2,77.81,552.68,0.0,1
28.2,78.06,553.56,0.0,1
28.2,78.11,553.74,0.0,1
28.19,78.02,553.55,0.0,1
28.2,78.06,553.87,0.0,1
28.22,77.99,553.41,0.0,1
28.2,77.96,553.11,0.0,1
28.2,77.92,552.78,0.0,1
28.22,77.82,552.7,0.0,1
28.2,77.76,552.69,0.0,1
28.23,77.76,552.47,0.0,1
28.2,77.77,552.67,0.0,1
28.2,77.8,552.8,0.0,1
28.22,77.75,552.94,0.0,1
28.22,77.71,552.77,0.0,1
28.22,77.7,552.88,0.0,1
28.23,77.78,552.48,0.0,1
28.23,77.77,552.68,0.0,1
28.2,77.71,552.77,0.0,1
28.2,77.66,552.72,0.0,1
28.19,77.62,552.6,0.0,1
28.19,77.67,552.6,0.0,1
28.22,77.72,552.57,0.0,1
28.2,77.75,552.6,0.0,1
28.2,77.91,552.24,0.0,1
28.18,77.97,551.92,0.0,1
28.2,78.1,552.71,0.0,1
28.2,78.11,552.89,0.0,1
28.2,78.0,551.98,0.0,1
28.19,78.02,551.42,0.0,1
28.22,77.92,551.42,0.0,1
28.19,77.82,551.49,0.0,1
28.2,77.76,551.05,0.0,1
28.22,77.72,551.28,0.0,1
28.19,77.69,551.18,0.0,1
28.19,77.72,551.45,0.0,1
28.23,77.71,551.75,0.0,1
28.22,77.69,551.73,0.0,1
28.23,77.71,552.31,0.0,1
28.18,77.71,552.27,0.0,1
28.19,77.76,551.91,0.0,1
28.19,77.71,552.26,0.0,1
28.22,77.74,552.62,0.0,1
28.2,77.64,552.41,0.0,1
28.22,77.56,552.7,0.0,1
28.22,77.57,552.78,0.0,1
28.22,77.69,553.76,0.0,1
28.15,77.96,554.43,0.0,1
28.19,78.18,554.44,0.0,1
28.19,78.15,554.59,0.0,1
28.18,78.12,555.08,0.0,1
28.19,77.97,555.83,0.0,1
28.19,77.97,556.06,0.0,1
28.2,77.92,555.77,0.0,1
28.19,77.88,555.55,0.0,1
28.2,77.85,555.64,0.0,1
28.19,77.84,555.48,0.0,1
28.18,77.83,555.22,0.0,1
28.19,77.79,555.57,0.0,1
28.18,77.82,555.62,0.0,1
28.19,77.86,556.11,0.0,1
28.18,77.88,556.52,0.0,1
28.18,77.87,556.44,0.0,1
28.18,77.9,556.46,0.0,1
28.18,77.93,556.44,0.0,1
28.19,77.98,556.41,0.0,1
28.15,78.09,556.63,0.0,1
28.2,78.11,556.54,0.0,1
28.19,78.06,556.19,0.0,1
28.16,78.01,556.24,0.0,1
28.19,78.03,556.37,0.0,1
28.19,78.03,556.52,0.0,1
28.18,78.0,556.75,0.0,1
28.19,78.0,556.7,0.0,1
28.2,77.99,557.33,0.0,1
28.19,78.02,557.28,0.0,1
28.2,78.07,557.08,0.0,1
28.18,78.06,556.12,0.0,1
28.15,78.18,555.61,0.0,1
28.15,78.24,555.57,0.0,1
28.18,78.25,555.33,0.0,1
28.18,78.23,555.22,0.0,1
28.15,78.15,554.55,0.0,1
28.16,78.1,553.94,0.0,1
28.13,78.11,554.12,0.0,1
28.16,78.24,554.12,0.0,1
28.15,78.24,554.17,0.0,1
28.18,78.16,554.47,0.0,1
28.16,78.11,554.11,0.0,1
28.16,77.98,554.24,0.0,1
28.19,78.05,553.93,0.0,1
28.18,78.0,553.59,0.0,1
28.16,77.96,553.9,0.0,1
28.16,77.91,553.56,0.0,1
28.18,77.9,553.73,0.0,1
28.18,77.95,553.78,0.0,1
28.18,77.93,553.93,0.0,1
28.16,77.98,554.16,0.0,1
28.19,78.04,554.13,0.0,1
28.16,77.98,554.51,0.0,1
28.15,77.93,554.06,0.0,1
28.18,77.9,554.07,0.0,1
28.15,77.9,554.35,0.0,1
28.18,77.9,553.77,0.0,1
28.18,77.88,553.44,0.0,1
28.11,77.93,553.19,0.0,1
28.11,78.19,553.59,0.0,1
28.12,78.31,553.59,0.0,1
28.15,78.24,553.89,0.0,1
28.16,78.19,553.88,0.0,1
28.15,78.05,553.45,0.0,1
28.16,77.94,553.45,0.0,1
28.16,77.94,553.7,0.0,1
28.15,77.97,553.34,0.0,1
28.16,78.0,552.85,0.0,1
28.18,78.0,552.7,0.0,1
28.16,78.0,552.14,0.0,1
28.15,77.97,551.96,0.0,1
28.15,77.93,551.86,0.0,1
28.15,77.88,552.01,0.0,1
28.18,77.92,552.19,0.0,1
28.16,77.91,551.75,0.0,1
28.15,77.91,552.0,0.0,1
28.12,78.06,551.96,0.0,1
28.13,78.18,552.03,0.0,1
28.15,78.17,551.93,0.0,1
28.13,78.07,551.73,0.0,1
28.15,78.03,551.27,0.0,1
28.16,78.11,551.41,0.0,1
28.13,78.11,551.47,0.0,1
28.15,78.14,551.04,0.0,1
28.15,78.19,550.76,0.0,1
28.16,78.19,551.02,0.0,1
28.16,78.08,551.07,0.0,1
28.15,77.93,550.89,0.0,1
28.16,77.85,550.63,0.0,1
28.15,77.82,550.64,0.0,1
28.15,77.92,550.57,0.0,1
28.15,77.97,550.35,0.0,1
28.16,77.93,550.77,0.0,1
28.15,77.93,550.58,0.0,1
28.13,77.87,550.41,0.0,1
28.15,77.94,549.85,0.0,1
28.16,77.97,549.69,0.0,1
28.13,77.96,549.66,0.0,1
28.13,77.99,550.13,0.0,1
28.15,78.02,549.92,0.0,1
28.15,77.98,549.55,0.0,1
28.15,77.97,549.46,0.0,1
28.15,77.85,549.5,0.0,1
28.18,77.83,549.76,0.0,1
28.15,77.9,549.44,0.0,1
28.13,77.9,549.27,0.0,1
28.15,77.87,549.59,0.0,1
28.13,77.89,549.01,0.0,1
28.16,77.84,548.79,0.0,1
28.15,77.78,549.3,0.0,1
28.15,77.77,549.28,0.0,1
28.16,77.66,549.41,0.0,1
28.18,77.71,549.69,0.0,1
28.15,77.73,549.48,0.0,1
28.15,77.77,549.07,0.0,1
28.12,77.82,548.84,0.0,1
28.15,77.88,549.32,0.0,1
28.12,77.91,549.4,0.0,1
28.15,77.95,549.34,0.0,1
28.13,77.98,549.33,0.0,1
28.13,77.98,549.44,0.0,1
28.15,77.96,549.42,0.0,1
28.15,78.0,549.74,0.0,1
28.13,77.93,549.39,0.0,1
28.13,77.93,549.69,0.0,1
28.12,77.95,549.62,0.0,1
28.16,77.99,549.75,0.0,1
28.13,77.96,549.79,0.0,1
28.13,77.9,549.7,0.0,1
28.12,77.91,550.33,0.0,1
28.16,77.89,550.2,0.0,1
28.15,77.82,550.01,0.0,1
28.13,77.75,550.0,0.0,1
28.15,77.68,549.69,0.0,1
28.15,77.7,550.03,0.0,1
28.15,77.7,549.87,0.0,1
28.12,77.75,550.28,0.0,1
28.13,77.87,550.13,0.0,1
28.15,77.91,550.31,0.0,1
28.13,77.88,550.34,0.0,1
28.12,77.84,549.89,0.0,1
28.15,77.77,550.21,0.0,1
28.16,77.71,550.2,0.0,1
28.15,77.65,550.34,0.0,1
28.13,77.7,550.06,0.0,1
28.12,77.74,550.13,0.0,1
28.12,77.96,550.07,0.0,1
28.15,77.9,550.38,0.0,1
28.13,77.95,550.44,0.0,1
28.12,77.93,550.53,0.0,1
28.12,77.85,550.47,0.0,1
28.13,77.81,550.41,0.0,1
28.15,77.68,550.65,0.0,1
28.13,77.67,550.71,0.0,1
28.12,77.7,550.99,0.0,1
28.15,77.77,551.15,0.0,1
28.15,77.8,550.86,0.0,1
28.16,77.85,550.55,0.0,1
28.15,77.92,550.13,0.0,1
28.15,77.86,550.29,0.0,1
28.12,77.84,550.35,0.0,1
28.13,77.81,550.05,0.0,1
28.13,77.79,549.86,0.0,1
28.13,77.88,550.06,0.0,1
28.13,77.9,549.98,0.0,1
28.13,77.87,550.14,0.0,1
28.13,77.79,550.33,0.0,1
28.15,77.79,550.12,0.0,1
28.13,77.76,549.61,0.0,1
28.12,77.81,549.37,0.0,1
28.12,77.81,549.47,0.0,1
28.11,77.83,549.48,0.0,1
28.13,77.81,549.14,0.0,1
28.13,77.82,549.09,0.0,1
28.13,77.79,548.81,0.0,1
28.13,77.81,548.84,0.0,1
28.13,77.79,548.46,0.0,1
28.12,77.78,548.49,0.0,1
28.15,77.77,547.98,0.0,1
28.15,77.79,547.73,0.0,1
28.15,77.8,547.93,0.0,1
28.15,77.78,548.23,0.0,1
28.13,77.73,548.4,0.0,1
28.13,77.76,548.36,0.0,1
28.15,77.78,548.15,0.0,1
28.11,77.85,548.03,0.0,1
28.12,78.02,548.14,0.0,1
28.13,78.01,548.64,0.0,1
28.13,77.99,548.23,0.0,1
28.15,77.98,548.28,0.0,1
28.12,77.97,548.24,0.0,1
28.08,78.01,548.48,0.0,1
28.11,78.18,548.2,0.0,1
28.12,78.2,548.29,0.0,1
28.12,78.02,547.89,0.0,1
28.12,78.09,547.68,0.0,1
28.11,78.12,548.03,0.0,1
28.11,78.1,548.04,0.0,1
28.12,78.04,547.64,0.0,1
28.15,78.01,547.95,0.0,1
28.11,78.07,548.08,0.0,1
28.12,78.09,548.32,0.0,1
28.13,78.05,548.09,0.0,1
28.12,77.93,547.78,0.0,1
28.15,77.86,547.59,0.0,1
28.12,77.85,546.96,0.0,1
28.12,77.85,547.06,0.0,1
28.12,77.82,546.65,0.0,1
28.13,77.87,546.78,0.0,1
28.12,77.98,547.05,0.0,1
28.13,78.01,546.95,0.0,1
28.11,77.98,547.01,0.0,1
28.13,77.87,547.02,0.0,1
28.13,77.82,547.26,0.0,1
28.12,77.81,547.42,0.0,1
28.13,77.76,547.74,0.0,1
28.13,77.75,547.83,0.0,1
28.12,77.73,547.67,0.0,1
28.12,77.76,547.78,0.0,1
28.15,77.82,548.43,0.0,1
28.13,77.79,547.89,0.0,1
28.12,77.75,548.01,0.0,1
28.12,77.8,548.0,0.0,1
28.15,77.87,548.3,0.0,1
28.12,77.9,548.03,0.0,1
28.13,77.89,548.22,0.0,1
28.12,77.91,548.53,0.0,1
28.13,77.94,548.69,0.0,1
28.12,77.85,548.53,0.0,1
28.13,77.78,548.34,0.0,1
28.13,77.8,548.46,0.0,1
28.11,77.83,548.25,0.0,1
28.11,77.82,548.03,0.0,1
28.13,77.84,547.74,0.0,1
28.13,77.81,547.85,0.0,1
28.16,77.85,547.92,0.0,1
28.13,77.84,547.82,0.0,1
28.15,77.85,547.86,0.0,1
28.12,77.75,547.52,0.0,1
28.13,77.78,547.42,0.0,1
28.12,77.82,547.56,0.0,1
28.15,77.84,548.37,0.0,1
28.12,77.85,548.62,0.0,1
28.12,77.81,548.59,0.0,1
28.13,77.82,548.4,0.0,1
28.13,77.89,548.7,0.0,1
28.12,77.83,548.66,0.0,1
28.12,77.83,548.5,0.0,1
28.15,77.79,548.09,0.0,1
28.13,77.76,548.21,0.0,1
28.13,77.85,548.19,0.0,1
28.12,77.9,548.05,0.0,1
28.12,77.85,547.73,0.0,1
28.08,77.95,548.91,0.0,1
28.13,78.01,549.25,0.0,1
28.12,77.97,549.12,0.0,1
28.12,77.91,549.36,0.0,1
28.15,77.98,550.09,0.0,1
28.12,77.95,550.18,0.0,1
28.12,77.9,550.07,0.0,1
28.11,77.84,550.06,0.0,1
28.11,77.81,550.46,0.0,1
28.11,77.88,550.76,0.0,1
28.09,77.99,550.55,0.0,1
28.08,78.01,550.63,0.0,1
28.11,78.03,550.51,0.0,1
28.11,78.02,550.84,0.0,1
28.12,77.99,550.7,0.0,1
28.12,77.96,550.59,0.0,1
28.12,77.89,550.36,0.0,1
28.13,77.9,550.49,0.0,1
28.12,77.91,550.61,0.0,1
28.09,78.03,550.93,0.0,1
28.08,78.14,550.9,0.0,1
28.09,78.13,550.7,0.0,1
28.11,78.04,550.59,0.0,1
28.09,78.02,550.96,0.0,1
28.08,77.92,551.17,0.0,1
28.11,77.9,551.37,0.0,1
28.07,77.86,551.33,0.0,1
28.09,77.95,551.43,0.0,1
28.09,77.95,551.58,0.0,1
28.08,77.89,551.45,0.0,1
28.11,77.93,551.15,0.0,1
28.09,77.95,550.9,0.0,1
28.11,77.93,550.67,0.0,1
28.09,77.9,550.59,0.0,1
28.12,77.87,550.33,0.0,1
28.12,77.87,550.63,0.0,1
28.12,77.87,549.85,0.0,1
28.11,77.87,549.93,0.0,1
28.11,77.76,549.55,0.0,1
28.11,77.69,549.15,0.0,1
28.08,77.75,548.96,0.0,1
28.12,77.8,548.91,0.0,1
28.11,77.83,549.13,0.0,1
28.12,77.85,548.74,0.0,1
28.13,77.81,548.91,0.0,1
28.11,77.83,548.96,0.0,1
28.09,77.78,549.05,0.0,1
28.11,77.84,548.83,0.0,1
28.11,77.9,548.65,0.0,1
28.11,77.88,548.55,0.0,1
28.09,77.8,548.21,0.0,1
28.12,77.78,547.9,0.0,1
28.12,77.79,547.93,0.0,1
28.08,77.8,547.69,0.0,1
28.11,77.9,547.5,0.0,1
28.08,77.85,547.31,0.0,1
28.12,77.87,547.6,0.0,1
28.09,77.89,547.48,0.0,1
28.11,77.82,547.51,0.0,1
28.11,77.8,547.84,0.0,1
28.11,77.82,548.06,0.0,1
28.11,77.8,547.64,0.0,1
28.11,77.8,547.73,0.0,1
28.09,77.78,547.48,0.0,1
28.12,77.81,547.12,0.0,1
28.12,77.8,546.93,0.0,1
28.09,77.78,546.55,0.0,1
28.12,77.76,546.94,0.0,1
28.11,77.78,547.23,0.0,1
28.12,77.78,546.9,0.0,1
28.11,77.74,547.18,0.0,1
28.11,77.75,546.78,0.0,1
28.11,77.74,546.61,0.0,1
28.12,77.73,546.48,0.0,1
28.09,77.71,546.31,0.0,1
28.09,77.7,546.13,0.0,1
28.11,77.68,546.07,0.0,1
28.11,77.69,546.23,0.0,1
28.12,77.71,546.49,0.0,1
28.11,77.74,546.29,0.0,1
28.09,77.74,546.25,0.0,1
28.09,77.69,546.41,0.0,1
28.12,77.69,546.36,0.0,1
28.11,77.71,545.84,0.0,1
28.11,77.71,546.07,0.0,1
28.12,77.72,546.13,0.0,1
28.12,77.73,546.11,0.0,1
28.12,77.72,546.0,0.0,1
28.15,77.67,546.41,0.0,1
28.11,77.66,546.02,0.0,1
28.12,77.7,546.02,0.0,1
28.12,77.69,546.12,0.0,1
28.12,77.67,545.97,0.0,1
28.13,77.68,546.11,0.0,1
28.12,77.67,546.21,0.0,1
28.11,77.66,546.6,0.0,1
28.12,77.67,546.08,0.0,1
28.12,77.66,546.41,0.0,1
28.13,77.68,546.61,0.0,1
28.11,77.64,546.79,0.0,1
28.13,77.69,547.15,0.0,1
28.12,77.67,546.86,0.0,1
28.13,77.68,547.06,0.0,1
28.13,77.65,547.18,0.0,1
28.12,77.66,547.14,0.0,1
28.13,77.65,547.4,0.0,1
28.12,77.66,547.23,0.0,1
28.13,77.65,547.25,0.0,1
28.15,77.66,547.09,0.0,1
28.13,77.62,546.95,0.0,1
28.12,77.6,546.93,0.0,1
28.12,77.64,546.68,0.0,1
28.12,77.63,546.78,0.0,1
28.11,77.66,546.86,0.0,1
28.13,77.68,546.39,0.0,1
28.12,77.65,546.45,0.0,1
28.13,77.62,546.95,0.0,1
28.12,77.62,547.09,0.0,1
28.13,77.67,546.68,0.0,1
28.12,77.63,546.49,0.0,1
28.15,77.59,546.23,0.0,1
28.11,77.58,546.37,0.0,1
28.13,77.53,545.86,0.0,1
28.13,77.53,545.86,0.0,1
28.13,77.54,545.82,0.0,1
28.12,77.57,545.61,0.0,1
28.13,77.55,545.88,0.0,1
28.13,77.58,545.57,0.0,1
28.13,77.58,545.92,0.0,1
28.16,77.5,545.66,0.0,1
28.15,77.49,546.01,0.0,1
28.16,77.55,546.08,0.0,1
28.13,77.43,546.45,0.0,1
28.16,77.44,546.47,0.0,1
28.13,77.51,546.38,0.0,1
28.16,77.51,546.19,0.0,1
28.16,77.49,546.71,0.0,1
28.16,77.45,546.93,0.0,1
28.15,77.34,546.54,0.0,1
28.15,77.38,545.96,0.0,1
28.15,77.4,545.98,0.0,1
28.15,77.44,545.95,0.0,1
28.15,77.45,545.98,0.0,1
28.18,77.45,545.89,0.0,1
28.15,77.45,545.75,0.0,1
28.18,77.42,546.0,0.0,1
28.13,77.41,545.9,0.0,1
28.18,77.48,546.18,0.0,1
28.13,77.45,545.66,0.0,1
28.16,77.48,545.92,0.0,1
28.15,77.45,546.22,0.0,1
28.16,77.55,546.14,0.0,1
28.13,77.53,546.5,0.0,1
28.15,77.49,546.07,0.0,1
28.15,77.47,546.03,0.0,1
28.15,77.5,546.09,0.0,1
28.13,77.46,545.68,0.0,1
28.15,77.48,545.12,0.0,1
28.13,77.43,545.14,0.0,1
28.13,77.42,545.08,0.0,1
28.13,77.37,545.2,0.0,1
28.15,77.35,545.47,0.0,1
28.18,77.43,545.76,0.0,1
28.16,77.38,545.48,0.0,1
28.15,77.34,545.69,0.0,1
28.15,77.36,545.85,0.0,1
